date,state,district,pincode,demo_age_5_17,demo_age_17_
09-11-2025,Maharashtra,Mumbai Suburban,400065,1,13
09-11-2025,Maharashtra,Mumbai Suburban,400067,0,24
09-11-2025,Maharashtra,Mumbai Suburban,400071,0,10
09-11-2025,Maharashtra,Mumbai Suburban,400076,2,5
09-11-2025,Maharashtra,Mumbai Suburban,400077,0,8
09-11-2025,Maharashtra,Mumbai Suburban,400078,1,17
09-11-2025,Maharashtra,Mumbai Suburban,400079,0,5
09-11-2025,Maharashtra,Mumbai Suburban,400094,1,3
09-11-2025,Maharashtra,Mumbai Suburban,400101,0,25
11-11-2025,Maharashtra,Mumbai Suburban,400052,0,10
11-11-2025,Maharashtra,Mumbai Suburban,400057,1,8
11-11-2025,Maharashtra,Mumbai Suburban,400060,1,27
11-11-2025,Maharashtra,Mumbai Suburban,400063,2,25
11-11-2025,Maharashtra,Mumbai Suburban,400064,3,33
11-11-2025,Maharashtra,Mumbai Suburban,400066,3,32
11-11-2025,Maharashtra,Mumbai Suburban,400079,0,4
11-11-2025,Maharashtra,Mumbai Suburban,400083,1,18
11-11-2025,Maharashtra,Mumbai Suburban,400084,1,5
11-11-2025,Maharashtra,Mumbai Suburban,400093,2,19
10-11-2025,Maharashtra,Mumbai Suburban,400024,2,8
10-11-2025,Maharashtra,Mumbai Suburban,400049,0,7
10-11-2025,Maharashtra,Mumbai Suburban,400054,1,11
10-11-2025,Maharashtra,Mumbai Suburban,400056,1,6
10-11-2025,Maharashtra,Mumbai Suburban,400059,1,20
10-11-2025,Maharashtra,Mumbai Suburban,400065,0,20
10-11-2025,Maharashtra,Mumbai Suburban,400067,7,59
10-11-2025,Maharashtra,Mumbai Suburban,400070,3,37
10-11-2025,Maharashtra,Mumbai Suburban,400072,4,38
10-11-2025,Maharashtra,Mumbai Suburban,400078,3,38
10-11-2025,Maharashtra,Mumbai Suburban,400081,1,10
10-11-2025,Maharashtra,Mumbai Suburban,400089,2,16
16-11-2025,Maharashtra,Mumbai Suburban,400054,0,1
16-11-2025,Maharashtra,Mumbai Suburban,400059,3,17
16-11-2025,Maharashtra,Mumbai Suburban,400060,2,11
16-11-2025,Maharashtra,Mumbai Suburban,400063,0,10
16-11-2025,Maharashtra,Mumbai Suburban,400064,0,6
16-11-2025,Maharashtra,Mumbai Suburban,400067,0,15
16-11-2025,Maharashtra,Mumbai Suburban,400068,1,26
16-11-2025,Maharashtra,Mumbai Suburban,400072,6,33
16-11-2025,Maharashtra,Mumbai Suburban,400074,1,4
16-11-2025,Maharashtra,Mumbai Suburban,400077,1,5
16-11-2025,Maharashtra,Mumbai Suburban,400095,4,12
16-11-2025,Maharashtra,Mumbai Suburban,400098,0,2
16-11-2025,Maharashtra,Mumbai Suburban,400101,1,25
16-11-2025,Maharashtra,Mumbai Suburban,400102,0,19
16-11-2025,Maharashtra,Mumbai Suburban,400103,0,4
15-11-2025,Maharashtra,Mumbai Suburban,400051,2,22
15-11-2025,Maharashtra,Mumbai Suburban,400052,1,12
15-11-2025,Maharashtra,Mumbai Suburban,400070,2,33
15-11-2025,Maharashtra,Mumbai Suburban,400078,6,58
15-11-2025,Maharashtra,Mumbai Suburban,400082,1,4
15-11-2025,Maharashtra,Mumbai Suburban,400086,4,22
15-11-2025,Maharashtra,Mumbai Suburban,400094,1,12
15-11-2025,Maharashtra,Mumbai Suburban,400098,0,3
17-11-2025,Maharashtra,Mumbai Suburban,400024,2,10
17-11-2025,Maharashtra,Mumbai Suburban,400055,3,27
17-11-2025,Maharashtra,Mumbai Suburban,400061,0,18
17-11-2025,Maharashtra,Mumbai Suburban,400065,5,19
17-11-2025,Maharashtra,Mumbai Suburban,400066,3,25
17-11-2025,Maharashtra,Mumbai Suburban,400070,8,54
17-11-2025,Maharashtra,Mumbai Suburban,400074,3,24
17-11-2025,Maharashtra,Mumbai Suburban,400086,0,18
17-11-2025,Maharashtra,Mumbai Suburban,400089,3,15
17-11-2025,Maharashtra,Mumbai Suburban,400093,1,24
17-11-2025,Maharashtra,Mumbai Suburban,400097,2,49
18-11-2025,Maharashtra,Mumbai Suburban,400051,4,23
18-11-2025,Maharashtra,Mumbai Suburban,400053,0,20
18-11-2025,Maharashtra,Mumbai Suburban,400067,5,63
18-11-2025,Maharashtra,Mumbai Suburban,400079,0,8
18-11-2025,Maharashtra,Mumbai Suburban,400084,1,9
18-11-2025,Maharashtra,Mumbai Suburban,400088,3,21
18-11-2025,Maharashtra,Mumbai Suburban,400089,2,11
18-11-2025,Maharashtra,Mumbai Suburban,400091,0,11
19-11-2025,Maharashtra,Mumbai Suburban,400042,1,8
19-11-2025,Maharashtra,Mumbai Suburban,400054,0,15
19-11-2025,Maharashtra,Mumbai Suburban,400069,0,16
19-11-2025,Maharashtra,Mumbai Suburban,400071,3,18
19-11-2025,Maharashtra,Mumbai Suburban,400077,1,16
19-11-2025,Maharashtra,Mumbai Suburban,400083,2,15
19-11-2025,Maharashtra,Mumbai Suburban,400094,1,8
21-11-2025,Maharashtra,Mumbai Suburban,400029,2,4
21-11-2025,Maharashtra,Mumbai Suburban,400043,5,72
21-11-2025,Maharashtra,Mumbai Suburban,400049,0,6
21-11-2025,Maharashtra,Mumbai Suburban,400050,2,14
21-11-2025,Maharashtra,Mumbai Suburban,400059,1,13
21-11-2025,Maharashtra,Mumbai Suburban,400063,3,16
21-11-2025,Maharashtra,Mumbai Suburban,400070,9,50
21-11-2025,Maharashtra,Mumbai Suburban,400074,5,20
21-11-2025,Maharashtra,Mumbai Suburban,400078,10,55
21-11-2025,Maharashtra,Mumbai Suburban,400083,3,14
21-11-2025,Maharashtra,Mumbai Suburban,400084,1,6
21-11-2025,Maharashtra,Mumbai Suburban,400087,2,6
21-11-2025,Maharashtra,Mumbai Suburban,400091,0,9
21-11-2025,Maharashtra,Mumbai Suburban,400093,1,20
21-11-2025,Maharashtra,Mumbai Suburban,400104,2,63
20-11-2025,Maharashtra,Mumbai Suburban,400052,1,10
20-11-2025,Maharashtra,Mumbai Suburban,400053,2,15
20-11-2025,Maharashtra,Mumbai Suburban,400058,1,25
20-11-2025,Maharashtra,Mumbai Suburban,400070,11,47
20-11-2025,Maharashtra,Mumbai Suburban,400071,3,18
20-11-2025,Maharashtra,Mumbai Suburban,400082,0,4
20-11-2025,Maharashtra,Mumbai Suburban,400087,0,6
20-11-2025,Maharashtra,Mumbai Suburban,400102,5,28
01-11-2025,Maharashtra,Mumbai Suburban,400029,1,2
01-11-2025,Maharashtra,Mumbai Suburban,400043,13,90
01-11-2025,Maharashtra,Mumbai Suburban,400058,3,26
01-11-2025,Maharashtra,Mumbai Suburban,400065,3,22
01-11-2025,Maharashtra,Mumbai Suburban,400067,4,58
01-11-2025,Maharashtra,Mumbai Suburban,400068,3,43
01-11-2025,Maharashtra,Mumbai Suburban,400072,6,51
01-11-2025,Maharashtra,Mumbai Suburban,400076,1,13
01-11-2025,Maharashtra,Mumbai Suburban,400081,1,18
01-11-2025,Maharashtra,Mumbai Suburban,400082,0,1
01-11-2025,Maharashtra,Mumbai Suburban,400094,1,9
01-11-2025,Maharashtra,Mumbai Suburban,400095,5,37
01-11-2025,Maharashtra,Mumbai Suburban,400102,2,26
01-11-2025,Maharashtra,Mumbai Suburban,400104,2,39
02-11-2025,Maharashtra,Mumbai Suburban,400043,4,20
02-11-2025,Maharashtra,Mumbai Suburban,400050,0,1
02-11-2025,Maharashtra,Mumbai Suburban,400052,1,2
02-11-2025,Maharashtra,Mumbai Suburban,400056,0,4
02-11-2025,Maharashtra,Mumbai Suburban,400076,1,9
02-11-2025,Maharashtra,Mumbai Suburban,400080,3,6
02-11-2025,Maharashtra,Mumbai Suburban,400089,0,6
02-11-2025,Maharashtra,Mumbai Suburban,400092,0,17
29-10-2025,Maharashtra,Mumbai Suburban,400029,0,2
29-10-2025,Maharashtra,Mumbai Suburban,400049,1,7
29-10-2025,Maharashtra,Mumbai Suburban,400050,0,10
29-10-2025,Maharashtra,Mumbai Suburban,400051,4,32
29-10-2025,Maharashtra,Mumbai Suburban,400056,2,9
29-10-2025,Maharashtra,Mumbai Suburban,400063,1,10
29-10-2025,Maharashtra,Mumbai Suburban,400064,2,24
29-10-2025,Maharashtra,Mumbai Suburban,400067,2,41
29-10-2025,Maharashtra,Mumbai Suburban,400070,10,32
29-10-2025,Maharashtra,Mumbai Suburban,400072,13,57
29-10-2025,Maharashtra,Mumbai Suburban,400080,2,28
29-10-2025,Maharashtra,Mumbai Suburban,400081,1,13
29-10-2025,Maharashtra,Mumbai Suburban,400084,1,10
29-10-2025,Maharashtra,Mumbai Suburban,400089,1,10
29-10-2025,Maharashtra,Mumbai Suburban,400098,0,1
29-10-2025,Maharashtra,Mumbai Suburban,400102,1,23
29-10-2025,Maharashtra,Mumbai Suburban,400103,1,20
29-10-2025,Maharashtra,Mumbai Suburban,400104,8,35
31-10-2025,Maharashtra,Mumbai Suburban,400042,0,10
31-10-2025,Maharashtra,Mumbai Suburban,400055,0,15
31-10-2025,Maharashtra,Mumbai Suburban,400060,2,11
31-10-2025,Maharashtra,Mumbai Suburban,400083,2,14
31-10-2025,Maharashtra,Mumbai Suburban,400086,0,13
31-10-2025,Maharashtra,Mumbai Suburban,400103,0,10
22-11-2025,Maharashtra,Mumbai Suburban,400055,2,22
22-11-2025,Maharashtra,Mumbai Suburban,400058,1,30
22-11-2025,Maharashtra,Mumbai Suburban,400059,2,21
22-11-2025,Maharashtra,Mumbai Suburban,400067,2,37
22-11-2025,Maharashtra,Mumbai Suburban,400068,0,38
22-11-2025,Maharashtra,Mumbai Suburban,400079,1,14
22-11-2025,Maharashtra,Mumbai Suburban,400082,1,1
22-11-2025,Maharashtra,Mumbai Suburban,400094,2,13
22-11-2025,Maharashtra,Mumbai Suburban,400097,6,47
25-11-2025,Maharashtra,Mumbai Suburban,400051,3,24
25-11-2025,Maharashtra,Mumbai Suburban,400057,0,12
25-11-2025,Maharashtra,Mumbai Suburban,400060,2,14
25-11-2025,Maharashtra,Mumbai Suburban,400068,3,38
25-11-2025,Maharashtra,Mumbai Suburban,400070,7,55
25-11-2025,Maharashtra,Mumbai Suburban,400072,4,61
25-11-2025,Maharashtra,Mumbai Suburban,400081,0,10
25-11-2025,Maharashtra,Mumbai Suburban,400091,0,5
25-11-2025,Maharashtra,Mumbai Suburban,400099,1,13
01-12-2025,Maharashtra,Mumbai Suburban,400024,0,6
01-12-2025,Maharashtra,Mumbai Suburban,400052,0,16
01-12-2025,Maharashtra,Mumbai Suburban,400067,4,69
01-12-2025,Maharashtra,Mumbai Suburban,400071,1,18
01-12-2025,Maharashtra,Mumbai Suburban,400074,2,19
01-12-2025,Maharashtra,Mumbai Suburban,400076,0,4
01-12-2025,Maharashtra,Mumbai Suburban,400077,1,13
01-12-2025,Maharashtra,Mumbai Suburban,400079,2,14
01-12-2025,Maharashtra,Mumbai Suburban,400080,3,28
01-12-2025,Maharashtra,Mumbai Suburban,400081,1,12
01-12-2025,Maharashtra,Mumbai Suburban,400094,0,10
01-12-2025,Maharashtra,Mumbai Suburban,400098,0,3
01-12-2025,Maharashtra,Mumbai Suburban,400099,1,16
01-12-2025,Maharashtra,Mumbai Suburban,400102,2,48
01-12-2025,Maharashtra,Mumbai Suburban,400103,0,7
03-11-2025,Maharashtra,Mumbai Suburban,400024,1,9
03-11-2025,Maharashtra,Mumbai Suburban,400054,0,13
03-11-2025,Maharashtra,Mumbai Suburban,400057,0,9
03-11-2025,Maharashtra,Mumbai Suburban,400058,3,27
03-11-2025,Maharashtra,Mumbai Suburban,400060,1,15
03-11-2025,Maharashtra,Mumbai Suburban,400065,0,21
03-11-2025,Maharashtra,Mumbai Suburban,400070,7,46
03-11-2025,Maharashtra,Mumbai Suburban,400075,1,20
03-11-2025,Maharashtra,Mumbai Suburban,400076,0,12
03-11-2025,Maharashtra,Mumbai Suburban,400080,6,32
03-11-2025,Maharashtra,Mumbai Suburban,400088,8,27
03-11-2025,Maharashtra,Mumbai Suburban,400092,2,23
03-11-2025,Maharashtra,Mumbai Suburban,400097,6,52
03-11-2025,Maharashtra,Mumbai Suburban,400099,0,12
30-10-2025,Maharashtra,Mumbai Suburban,400049,0,11
30-10-2025,Maharashtra,Mumbai Suburban,400051,3,17
30-10-2025,Maharashtra,Mumbai Suburban,400054,0,8
30-10-2025,Maharashtra,Mumbai Suburban,400055,4,23
30-10-2025,Maharashtra,Mumbai Suburban,400060,2,17
30-10-2025,Maharashtra,Mumbai Suburban,400065,3,17
30-10-2025,Maharashtra,Mumbai Suburban,400069,2,18
30-10-2025,Maharashtra,Mumbai Suburban,400070,2,32
30-10-2025,Maharashtra,Mumbai Suburban,400075,1,26
30-10-2025,Maharashtra,Mumbai Suburban,400076,1,8
30-10-2025,Maharashtra,Mumbai Suburban,400092,1,20
30-10-2025,Maharashtra,Mumbai Suburban,400094,0,4
30-10-2025,Maharashtra,Mumbai Suburban,400103,0,14
23-11-2025,Maharashtra,Mumbai Suburban,400042,0,5
23-11-2025,Maharashtra,Mumbai Suburban,400050,0,5
23-11-2025,Maharashtra,Mumbai Suburban,400055,0,7
23-11-2025,Maharashtra,Mumbai Suburban,400060,2,10
23-11-2025,Maharashtra,Mumbai Suburban,400067,4,13
23-11-2025,Maharashtra,Mumbai Suburban,400069,1,6
23-11-2025,Maharashtra,Mumbai Suburban,400076,1,6
23-11-2025,Maharashtra,Mumbai Suburban,400078,2,9
23-11-2025,Maharashtra,Mumbai Suburban,400082,0,2
23-11-2025,Maharashtra,Mumbai Suburban,400087,0,2
23-11-2025,Maharashtra,Mumbai Suburban,400093,2,14
23-11-2025,Maharashtra,Mumbai Suburban,400099,1,7
24-11-2025,Maharashtra,Mumbai Suburban,400072,2,45
24-11-2025,Maharashtra,Mumbai Suburban,400077,1,18
24-11-2025,Maharashtra,Mumbai Suburban,400082,0,2
24-11-2025,Maharashtra,Mumbai Suburban,400088,5,23
24-11-2025,Maharashtra,Mumbai Suburban,400089,5,18
24-11-2025,Maharashtra,Mumbai Suburban,400093,3,23
24-11-2025,Maharashtra,Mumbai Suburban,400098,0,7
26-11-2025,Maharashtra,Mumbai Suburban,400024,2,5
26-11-2025,Maharashtra,Mumbai Suburban,400029,2,3
26-11-2025,Maharashtra,Mumbai Suburban,400049,0,7
26-11-2025,Maharashtra,Mumbai Suburban,400051,1,23
26-11-2025,Maharashtra,Mumbai Suburban,400053,0,30
26-11-2025,Maharashtra,Mumbai Suburban,400055,2,12
26-11-2025,Maharashtra,Mumbai Suburban,400063,2,25
26-11-2025,Maharashtra,Mumbai Suburban,400065,2,19
26-11-2025,Maharashtra,Mumbai Suburban,400067,2,58
26-11-2025,Maharashtra,Mumbai Suburban,400069,0,10
26-11-2025,Maharashtra,Mumbai Suburban,400070,4,46
26-11-2025,Maharashtra,Mumbai Suburban,400089,1,19
26-11-2025,Maharashtra,Mumbai Suburban,400094,0,4
26-11-2025,Maharashtra,Mumbai Suburban,400095,3,50
02-12-2025,Maharashtra,Mumbai Suburban,400024,1,7
02-12-2025,Maharashtra,Mumbai Suburban,400051,3,44
02-12-2025,Maharashtra,Mumbai Suburban,400052,0,7
02-12-2025,Maharashtra,Mumbai Suburban,400056,0,16
02-12-2025,Maharashtra,Mumbai Suburban,400057,0,15
02-12-2025,Maharashtra,Mumbai Suburban,400059,2,14
02-12-2025,Maharashtra,Mumbai Suburban,400061,0,12
02-12-2025,Maharashtra,Mumbai Suburban,400063,3,12
02-12-2025,Maharashtra,Mumbai Suburban,400066,5,43
02-12-2025,Maharashtra,Mumbai Suburban,400070,11,57
02-12-2025,Maharashtra,Mumbai Suburban,400084,0,8
02-12-2025,Maharashtra,Mumbai Suburban,400095,8,54
27-11-2025,Maharashtra,Mumbai Suburban,400042,2,13
27-11-2025,Maharashtra,Mumbai Suburban,400051,3,31
27-11-2025,Maharashtra,Mumbai Suburban,400057,0,10
27-11-2025,Maharashtra,Mumbai Suburban,400059,1,15
27-11-2025,Maharashtra,Mumbai Suburban,400061,0,4
27-11-2025,Maharashtra,Mumbai Suburban,400068,2,39
27-11-2025,Maharashtra,Mumbai Suburban,400070,8,42
27-11-2025,Maharashtra,Mumbai Suburban,400082,0,2
27-11-2025,Maharashtra,Mumbai Suburban,400083,3,15
27-11-2025,Maharashtra,Mumbai Suburban,400094,0,9
27-11-2025,Maharashtra,Mumbai Suburban,400095,1,35
27-11-2025,Maharashtra,Mumbai Suburban,400103,1,15
27-11-2025,Maharashtra,Mumbai Suburban,400104,3,33
28-11-2025,Maharashtra,Mumbai Suburban,400043,6,56
28-11-2025,Maharashtra,Mumbai Suburban,400054,1,12
28-11-2025,Maharashtra,Mumbai Suburban,400058,3,46
28-11-2025,Maharashtra,Mumbai Suburban,400067,11,51
28-11-2025,Maharashtra,Mumbai Suburban,400069,0,8
28-11-2025,Maharashtra,Mumbai Suburban,400076,1,7
28-11-2025,Maharashtra,Mumbai Suburban,400079,0,4
28-11-2025,Maharashtra,Mumbai Suburban,400083,0,22
28-11-2025,Maharashtra,Mumbai Suburban,400086,2,24
28-11-2025,Maharashtra,Mumbai Suburban,400088,4,16
28-11-2025,Maharashtra,Mumbai Suburban,400089,0,11
28-11-2025,Maharashtra,Mumbai Suburban,400091,1,12
28-11-2025,Maharashtra,Mumbai Suburban,400093,3,14
28-11-2025,Maharashtra,Mumbai Suburban,400094,1,8
29-11-2025,Maharashtra,Mumbai Suburban,400050,1,18
29-11-2025,Maharashtra,Mumbai Suburban,400058,3,17
29-11-2025,Maharashtra,Mumbai Suburban,400067,6,67
29-11-2025,Maharashtra,Mumbai Suburban,400068,3,45
29-11-2025,Maharashtra,Mumbai Suburban,400075,0,19
29-11-2025,Maharashtra,Mumbai Suburban,400076,4,9
29-11-2025,Maharashtra,Mumbai Suburban,400083,5,13
29-11-2025,Maharashtra,Mumbai Suburban,400086,1,24
30-11-2025,Maharashtra,Mumbai Suburban,400024,2,5
30-11-2025,Maharashtra,Mumbai Suburban,400029,0,2
30-11-2025,Maharashtra,Mumbai Suburban,400049,0,1
30-11-2025,Maharashtra,Mumbai Suburban,400063,0,8
30-11-2025,Maharashtra,Mumbai Suburban,400065,0,9
30-11-2025,Maharashtra,Mumbai Suburban,400067,7,26
30-11-2025,Maharashtra,Mumbai Suburban,400069,1,9
30-11-2025,Maharashtra,Mumbai Suburban,400071,0,5
30-11-2025,Maharashtra,Mumbai Suburban,400077,0,4
30-11-2025,Maharashtra,Mumbai Suburban,400083,0,6
30-11-2025,Maharashtra,Mumbai Suburban,400084,0,4
30-11-2025,Maharashtra,Mumbai Suburban,400094,0,2
30-11-2025,Maharashtra,Mumbai Suburban,400097,0,28
01-03-2025,Maharashtra,Mumbai Suburban,400078,133,995
01-04-2025,Maharashtra,Mumbai Suburban,400070,137,842
01-04-2025,Maharashtra,Mumbai Suburban,400104,96,1162
01-05-2025,Maharashtra,Mumbai Suburban,400051,87,569
01-05-2025,Maharashtra,Mumbai Suburban,400070,157,908
01-03-2025,Maharashtra,Mumbai Suburban,400070,135,904
01-03-2025,Maharashtra,Mumbai Suburban,400068,96,1222
01-03-2025,Maharashtra,Mumbai Suburban,400104,113,1225
01-03-2025,Maharashtra,Mumbai Suburban,400086,69,586
01-03-2025,Maharashtra,Mumbai Suburban,400059,61,504
01-03-2025,Maharashtra,Mumbai Suburban,400103,21,322
01-03-2025,Maharashtra,Mumbai Suburban,400097,156,1422
01-03-2025,Maharashtra,Mumbai Suburban,400058,52,622
01-03-2025,Maharashtra,Mumbai Suburban,400089,29,344
01-03-2025,Maharashtra,Mumbai Suburban,400092,62,843
01-03-2025,Maharashtra,Mumbai Suburban,400099,13,332
01-03-2025,Maharashtra,Mumbai Suburban,400074,83,500
01-07-2025,Maharashtra,Mumbai Suburban,400068,140,1439
01-07-2025,Maharashtra,Mumbai Suburban,400104,109,1355
01-07-2025,Maharashtra,Mumbai Suburban,400072,199,1435
01-07-2025,Maharashtra,Mumbai Suburban,400095,165,1445
01-03-2025,Maharashtra,Mumbai Suburban,400071,46,605
01-09-2025,Maharashtra,Mumbai Suburban,400061,2,11
01-09-2025,Maharashtra,Mumbai Suburban,400066,0,17
01-09-2025,Maharashtra,Mumbai Suburban,400080,3,18
01-09-2025,Maharashtra,Mumbai Suburban,400092,1,16
01-09-2025,Maharashtra,Mumbai Suburban,400095,8,38
02-09-2025,Maharashtra,Mumbai Suburban,400060,2,4
02-09-2025,Maharashtra,Mumbai Suburban,400061,2,4
02-09-2025,Maharashtra,Mumbai Suburban,400076,0,5
02-09-2025,Maharashtra,Mumbai Suburban,400078,4,23
02-09-2025,Maharashtra,Mumbai Suburban,400079,0,7
02-09-2025,Maharashtra,Mumbai Suburban,400084,0,1
02-09-2025,Maharashtra,Mumbai Suburban,400087,1,1
02-09-2025,Maharashtra,Mumbai Suburban,400088,1,12
02-09-2025,Maharashtra,Mumbai Suburban,400091,0,9
02-09-2025,Maharashtra,Mumbai Suburban,400097,5,32
03-09-2025,Maharashtra,Mumbai Suburban,400050,2,9
03-09-2025,Maharashtra,Mumbai Suburban,400053,0,15
03-09-2025,Maharashtra,Mumbai Suburban,400055,0,11
03-09-2025,Maharashtra,Mumbai Suburban,400057,1,6
03-09-2025,Maharashtra,Mumbai Suburban,400075,2,17
03-09-2025,Maharashtra,Mumbai Suburban,400083,1,13
03-09-2025,Maharashtra,Mumbai Suburban,400091,1,8
03-09-2025,Maharashtra,Mumbai Suburban,400095,5,30
05-09-2025,Maharashtra,Mumbai Suburban,400055,2,15
05-09-2025,Maharashtra,Mumbai Suburban,400058,0,17
05-09-2025,Maharashtra,Mumbai Suburban,400063,0,6
05-09-2025,Maharashtra,Mumbai Suburban,400068,2,22
05-09-2025,Maharashtra,Mumbai Suburban,400071,2,12
05-09-2025,Maharashtra,Mumbai Suburban,400079,0,2
05-09-2025,Maharashtra,Mumbai Suburban,400081,0,5
05-09-2025,Maharashtra,Mumbai Suburban,400082,0,1
05-09-2025,Maharashtra,Mumbai Suburban,400087,0,3
05-09-2025,Maharashtra,Mumbai Suburban,400095,1,27
05-09-2025,Maharashtra,Mumbai Suburban,400099,1,7
04-09-2025,Maharashtra,Mumbai Suburban,400042,0,11
04-09-2025,Maharashtra,Mumbai Suburban,400043,2,54
04-09-2025,Maharashtra,Mumbai Suburban,400049,1,8
04-09-2025,Maharashtra,Mumbai Suburban,400057,1,5
04-09-2025,Maharashtra,Mumbai Suburban,400064,1,18
04-09-2025,Maharashtra,Mumbai Suburban,400079,0,2
04-09-2025,Maharashtra,Mumbai Suburban,400080,0,23
04-09-2025,Maharashtra,Mumbai Suburban,400082,0,2
04-09-2025,Maharashtra,Mumbai Suburban,400083,1,12
04-09-2025,Maharashtra,Mumbai Suburban,400086,1,19
04-09-2025,Maharashtra,Mumbai Suburban,400087,0,6
04-09-2025,Maharashtra,Mumbai Suburban,400093,0,12
04-09-2025,Maharashtra,Mumbai Suburban,400102,1,21
04-09-2025,Maharashtra,Mumbai Suburban,400104,1,22
07-09-2025,Maharashtra,Mumbai Suburban,400024,0,3
07-09-2025,Maharashtra,Mumbai Suburban,400050,0,2
07-09-2025,Maharashtra,Mumbai Suburban,400054,0,5
07-09-2025,Maharashtra,Mumbai Suburban,400067,1,20
07-09-2025,Maharashtra,Mumbai Suburban,400072,0,10
07-09-2025,Maharashtra,Mumbai Suburban,400076,0,1
07-09-2025,Maharashtra,Mumbai Suburban,400086,0,5
07-09-2025,Maharashtra,Mumbai Suburban,400087,0,0
07-09-2025,Maharashtra,Mumbai Suburban,400091,0,1
07-09-2025,Maharashtra,Mumbai Suburban,400092,0,8
07-09-2025,Maharashtra,Mumbai Suburban,400097,2,24
07-09-2025,Maharashtra,Mumbai Suburban,400103,2,1
07-09-2025,Maharashtra,Mumbai Suburban,400104,1,11
06-09-2025,Maharashtra,Mumbai Suburban,400029,0,6
06-09-2025,Maharashtra,Mumbai Suburban,400043,9,29
06-09-2025,Maharashtra,Mumbai Suburban,400050,0,10
06-09-2025,Maharashtra,Mumbai Suburban,400058,1,18
06-09-2025,Maharashtra,Mumbai Suburban,400061,0,6
06-09-2025,Maharashtra,Mumbai Suburban,400066,2,24
06-09-2025,Maharashtra,Mumbai Suburban,400067,4,35
06-09-2025,Maharashtra,Mumbai Suburban,400068,0,31
06-09-2025,Maharashtra,Mumbai Suburban,400097,1,31
08-09-2025,Maharashtra,Mumbai Suburban,400024,0,6
08-09-2025,Maharashtra,Mumbai Suburban,400050,1,9
08-09-2025,Maharashtra,Mumbai Suburban,400054,0,6
08-09-2025,Maharashtra,Mumbai Suburban,400064,0,12
08-09-2025,Maharashtra,Mumbai Suburban,400066,3,19
08-09-2025,Maharashtra,Mumbai Suburban,400070,3,21
08-09-2025,Maharashtra,Mumbai Suburban,400072,3,33
08-09-2025,Maharashtra,Mumbai Suburban,400077,1,7
08-09-2025,Maharashtra,Mumbai Suburban,400089,2,3
08-09-2025,Maharashtra,Mumbai Suburban,400092,2,13
08-09-2025,Maharashtra,Mumbai Suburban,400093,1,11
08-09-2025,Maharashtra,Mumbai Suburban,400094,0,3
08-09-2025,Maharashtra,Mumbai Suburban,400099,1,6
09-09-2025,Maharashtra,Mumbai Suburban,400050,3,16
09-09-2025,Maharashtra,Mumbai Suburban,400054,1,15
09-09-2025,Maharashtra,Mumbai Suburban,400057,1,11
09-09-2025,Maharashtra,Mumbai Suburban,400068,2,24
09-09-2025,Maharashtra,Mumbai Suburban,400071,0,15
09-09-2025,Maharashtra,Mumbai Suburban,400074,1,19
09-09-2025,Maharashtra,Mumbai Suburban,400076,1,14
09-09-2025,Maharashtra,Mumbai Suburban,400079,2,8
09-09-2025,Maharashtra,Mumbai Suburban,400082,0,2
09-09-2025,Maharashtra,Mumbai Suburban,400087,0,2
09-09-2025,Maharashtra,Mumbai Suburban,400095,4,34
10-09-2025,Maharashtra,Mumbai Suburban,400049,1,4
10-09-2025,Maharashtra,Mumbai Suburban,400063,0,7
10-09-2025,Maharashtra,Mumbai Suburban,400068,5,34
10-09-2025,Maharashtra,Mumbai Suburban,400074,2,10
10-09-2025,Maharashtra,Mumbai Suburban,400077,1,19
10-09-2025,Maharashtra,Mumbai Suburban,400078,2,17
10-09-2025,Maharashtra,Mumbai Suburban,400079,2,7
10-09-2025,Maharashtra,Mumbai Suburban,400082,1,2
10-09-2025,Maharashtra,Mumbai Suburban,400094,1,2
10-09-2025,Maharashtra,Mumbai Suburban,400097,7,47
10-09-2025,Maharashtra,Mumbai Suburban,400098,0,7
11-09-2025,Maharashtra,Mumbai Suburban,400043,10,61
11-09-2025,Maharashtra,Mumbai Suburban,400050,3,19
11-09-2025,Maharashtra,Mumbai Suburban,400065,1,8
11-09-2025,Maharashtra,Mumbai Suburban,400068,1,45
11-09-2025,Maharashtra,Mumbai Suburban,400072,10,37
11-09-2025,Maharashtra,Mumbai Suburban,400084,0,10
11-09-2025,Maharashtra,Mumbai Suburban,400087,0,3
11-09-2025,Maharashtra,Mumbai Suburban,400088,5,20
13-09-2025,Maharashtra,Mumbai Suburban,400024,0,3
13-09-2025,Maharashtra,Mumbai Suburban,400052,1,3
13-09-2025,Maharashtra,Mumbai Suburban,400055,1,20
13-09-2025,Maharashtra,Mumbai Suburban,400057,0,6
13-09-2025,Maharashtra,Mumbai Suburban,400059,0,9
13-09-2025,Maharashtra,Mumbai Suburban,400067,3,35
13-09-2025,Maharashtra,Mumbai Suburban,400072,7,43
13-09-2025,Maharashtra,Mumbai Suburban,400074,1,12
13-09-2025,Maharashtra,Mumbai Suburban,400079,0,6
13-09-2025,Maharashtra,Mumbai Suburban,400080,5,24
13-09-2025,Maharashtra,Mumbai Suburban,400082,2,2
13-09-2025,Maharashtra,Mumbai Suburban,400087,0,5
13-09-2025,Maharashtra,Mumbai Suburban,400088,5,6
